Tarih;Açýklama;Tutar;Bakiye
02.11.2025;001116426 YI-EC AKPOS PES ODE 20250923;6.245,00;772.325,54
01.11.2025;ÖKC BÜT.HIZ.ÜCR-001116426-01.11.2025;-1.800,00;766.080,54
01.11.2025;001116426 YI-EC AKPOS PES ODE 20250922;150,00;767.880,54
01.11.2025;001116426 YI-TY AKPOS PES ODE 20250922;250,00;767.730,54
31.10.2025;001116426 YI-TY AKPOS PES ODE 20250921;1.345,00;767.480,54
31.10.2025;001116426 YI-EC AKPOS PES ODE 20250921;29.292,92;766.135,54
31.10.2025;001116426 YI-VS AKPOS PES ODE 20250921;2.975,00;736.842,62
31.10.2025;001116426 AX-MC AKPOS PES ODE 20250921;780,00;733.867,62
31.10.2025;001116426 YI-DB AKPOS PES ODE 20250921;5.220,00;733.087,62
30.10.2025;001116426 AK-DT AKPOS PES ODE 20250920;125,00;727.867,62
30.10.2025;001116426 YI-EC AKPOS PES ODE 20250920;4.155,00;727.742,62
30.10.2025;001116426 YI-TD AKPOS PES ODE 20250920;1.330,00;723.587,62
30.10.2025;001116426 YI-TY AKPOS PES ODE 20250920;2.930,00;722.257,62
30.10.2025;001116426 YI-VS AKPOS PES ODE 20250920;18.911,69;719.327,62
30.10.2025;001116426 YI-DB AKPOS PES ODE 20250920;250,00;700.415,93
30.10.2025;001116426 AX-MC AKPOS PES ODE 20250920;24.606,00;700.165,93
29.10.2025;001116426 YI-VS AKPOS PES ODE 20250919;2.013,00;675.559,93
29.10.2025;001116426 YI-DB AKPOS PES ODE 20250919;120,00;673.546,93
29.10.2025;001116426 YI-TD AKPOS PES ODE 20250919;172,00;673.426,93
29.10.2025;001116426 YI-EC AKPOS PES ODE 20250919;1.503,60;673.254,93
29.10.2025;001116426 YI-TY AKPOS PES ODE 20250919;1.260,00;671.751,33
29.10.2025;001116426 AK-DB AKPOS PES ODE 20250919;158,00;670.491,33
28.10.2025;001116426 YI-DB AKPOS PES ODE 20250918;890,00;670.333,33
28.10.2025;001116426 YD-VS AKPOS PES ODE 20250928;500,00;669.443,33
28.10.2025;001116426 AX-MC AKPOS PES ODE 20250918;1.150,00;668.943,33
28.10.2025;001116426 AK-DT AKPOS PES ODE 20250918;800,00;667.793,33
28.10.2025;001116426 YI-TY AKPOS PES ODE 20250918;3.114,98;666.993,33
28.10.2025;001116426 YI-VS AKPOS PES ODE 20250918;1.370,00;663.878,35
28.10.2025;001116426 YI-EC AKPOS PES ODE 20250918;6.667,51;662.508,35
28.10.2025;001116426 YI-TD AKPOS PES ODE 20250918;250,00;655.840,84
27.10.2025;001116426 YI-DB AKPOS PES ODE 20250917;320,00;655.590,84
27.10.2025;001116426 YI-EC AKPOS PES ODE 20250917;980,00;655.270,84
27.10.2025;001116426 YI-VS AKPOS PES ODE 20250917;1.439,00;654.290,84
27.10.2025;001116426 YI-TY AKPOS PES ODE 20250917;1.450,00;652.851,84
26.10.2025;001116426 YI-DB AKPOS PES ODE 20250916;180,00;651.401,84
26.10.2025;001116426 YI-VS AKPOS PES ODE 20250916;2.310,00;651.221,84
25.10.2025;001116426 YI-EC AKPOS PES ODE 20250915;27.818,69;648.911,84
25.10.2025;001116426 YD-DB AKPOS PES ODE 20250925;400,00;621.093,15
25.10.2025;001116426 YI-VS AKPOS PES ODE 20250915;16.181,94;620.693,15
25.10.2025;001116426 YI-TD AKPOS PES ODE 20250915;588,50;604.511,21
25.10.2025;001116426 YI-DB AKPOS PES ODE 20250915;902,40;603.922,71
25.10.2025;001116426 AX-MC AKPOS PES ODE 20250915;521,00;603.020,31
24.10.2025;001116426 FAST POS ODEME-YI KS:6.55 TL;168,45;602.499,31
24.10.2025;001116426 YI-EC AKPOS PES ODE 20250914;2.450,00;602.330,86
24.10.2025;001116426 AX-MC AKPOS PES ODE 20250914;1.450,00;599.880,86
24.10.2025;001116426 YI-DB AKPOS PES ODE 20250914;3.310,00;598.430,86
24.10.2025;001116426 AX-TY AKPOS PES ODE 20250914;400,00;595.120,86
23.10.2025;001116426 FAST POS ODEME-YI KS:2.81 TL;72,19;594.720,86
23.10.2025;001116426 AX-MC AKPOS PES ODE 20250913;1.857,50;594.648,67
23.10.2025;001116426 YD-DB AKPOS PES ODE 20250923;600,00;592.791,17
23.10.2025;001116426 AX-TY AKPOS PES ODE 20250913;283,50;592.191,17
23.10.2025;001116426 YI-DB AKPOS PES ODE 20250913;5.552,20;591.907,67
23.10.2025;001116426 YI-VS AKPOS PES ODE 20250913;13.330,00;586.355,47
23.10.2025;001116426 YI-EC AKPOS PES ODE 20250913;23.958,00;573.025,47
23.10.2025;001116426 YI-TY AKPOS PES ODE 20250913;11.681,50;549.067,47
22.10.2025;001116426 YI-VS AKPOS PES ODE 20250912;950,00;537.385,97
22.10.2025;001116426 YI-EC AKPOS PES ODE 20250912;1.150,00;536.435,97
22.10.2025;001116426 YI-TY AKPOS PES ODE 20250912;80.505,00;535.285,97
22.10.2025;001116426 AX-MC AKPOS PES ODE 20250912;800,00;454.780,97
21.10.2025;001116426 YI-TY AKPOS PES ODE 20250911;24.606,34;453.980,97
21.10.2025;001116426 AX-MC AKPOS PES ODE 20250911;170,00;429.374,63
21.10.2025;001116426 YI-DB AKPOS PES ODE 20250911;1.795,00;429.204,63
21.10.2025;001116426 YD-VS AKPOS PES ODE 20250921;1.980,00;427.409,63
21.10.2025;001116426 YI-VS AKPOS PES ODE 20250911;1.820,00;425.429,63
21.10.2025;001116426 YI-EC AKPOS PES ODE 20250911;1.955,00;423.609,63
20.10.2025;001116426 AX-MC AKPOS PES ODE 20250910;720,00;421.654,63
20.10.2025;001116426 YI-DB AKPOS PES ODE 20250910;3.205,00;420.934,63
20.10.2025;001116426 YI-EC AKPOS PES ODE 20250910;3.075,00;417.729,63
20.10.2025;001116426 YI-VS AKPOS PES ODE 20250910;345,00;414.654,63
20.10.2025;001116426 AK-DB AKPOS PES ODE 20250910;345,00;414.309,63
19.10.2025;001116426 YI-EC AKPOS PES ODE 20250909;11.348,26;413.964,63
19.10.2025;001116426 AX-MC AKPOS PES ODE 20250909;1.844,00;402.616,37
19.10.2025;001116426 YI-VS AKPOS PES ODE 20250909;15.604,82;400.772,37
19.10.2025;001116426 YI-TD AKPOS PES ODE 20250909;228,00;385.167,55
19.10.2025;001116426 YI-DB AKPOS PES ODE 20250909;2.183,50;384.939,55
19.10.2025;001116426 YI-TY AKPOS PES ODE 20250909;4.586,62;382.756,05
18.10.2025;001116426 YI-TY AKPOS PES ODE 20250908;2.785,19;378.169,43
18.10.2025;001116426 YI-VS AKPOS PES ODE 20250908;8.230,57;375.384,24
18.10.2025;001116426 YI-EC AKPOS PES ODE 20250908;11.032,53;367.153,67
18.10.2025;001116426 YI-DB AKPOS PES ODE 20250908;5.218,00;356.121,14
17.10.2025;001116426 YD-EC AKPOS PES ODE 20250917;505,00;350.903,14
17.10.2025;001116426 YI-VS AKPOS PES ODE 20250907;1.116,25;350.398,14
17.10.2025;001116426 YI-EC AKPOS PES ODE 20250907;9.427,03;349.281,89
16.10.2025;001116426 YI-EC AKPOS PES ODE 20250906;17.470,28;339.854,86
16.10.2025;001116426 YI-DB AKPOS PES ODE 20250906;4.152,36;322.384,58
16.10.2025;001116426 YI-TD AKPOS PES ODE 20250906;832,00;318.232,22
16.10.2025;001116426 AX-MC AKPOS PES ODE 20250906;21.992,18;317.400,22
16.10.2025;001116426 YI-VS AKPOS PES ODE 20250906;6.855,10;295.408,04
15.10.2025;001116426 YI-VS AKPOS PES ODE 20250905;66.738,80;288.552,94
15.10.2025;001116426 YI-DB AKPOS PES ODE 20250905;4.386,45;221.814,14
15.10.2025;001116426 YI-TD AKPOS PES ODE 20250905;3.134,00;217.427,69
15.10.2025;001116426 AX-MC AKPOS PES ODE 20250905;5.452,60;214.293,69
15.10.2025;001116426 YI-EC AKPOS PES ODE 20250905;31.671,00;208.841,09
15.10.2025;001116426 YI-TY AKPOS PES ODE 20250905;2.414,80;177.170,09
15.10.2025;001116426 AK-DB AKPOS PES ODE 20250905;150,00;174.755,29
14.10.2025;001116426 YI-EC AKPOS PES ODE 20250904;13.235,66;174.605,29
14.10.2025;001116426 AK-DB AKPOS PES ODE 20250904;850,00;161.369,63
14.10.2025;001116426 YI-DB AKPOS PES ODE 20250904;2.210,00;160.519,63
14.10.2025;001116426 YI-VS AKPOS PES ODE 20250904;2.648,10;158.309,63
14.10.2025;001116426 YI-TY AKPOS PES ODE 20250904;3.941,26;155.661,53
13.10.2025;001116426 YI-DB AKPOS PES ODE 20250903;2.825,00;151.720,27
13.10.2025;001116426 YI-EC AKPOS PES ODE 20250903;565,00;148.895,27
13.10.2025;001116426 YI-VS AKPOS PES ODE 20250903;1.050,00;148.330,27
13.10.2025;001116426 AK-DB AKPOS PES ODE 20250903;150,00;147.280,27
12.10.2025;001116426 AX-MC AKPOS PES ODE 20250902;450,00;147.130,27
12.10.2025;001116426 YI-DB AKPOS PES ODE 20250902;2.760,00;146.680,27
12.10.2025;001116426 YI-VS AKPOS PES ODE 20250902;1.485,00;143.920,27
12.10.2025;001116426 YI-TD AKPOS PES ODE 20250902;915,00;142.435,27
12.10.2025;001116426 YI-EC AKPOS PES ODE 20250902;980,00;141.520,27
12.10.2025;001116426 YI-TY AKPOS PES ODE 20250902;2.545,00;140.540,27
11.10.2025;001116426 YI-EC AKPOS PES ODE 20250901;60.620,13;137.995,27
11.10.2025;001116426 YI-DB AKPOS PES ODE 20250901;5.464,60;77.375,14
11.10.2025;001116426 YI-TY AKPOS PES ODE 20250901;325,00;71.910,54
11.10.2025;001116426 AK-DB AKPOS PES ODE 20250901;400,00;71.585,54
10.10.2025;001116426 YI-TY AKPOS PES ODE 20250831;1.725,00;71.185,54
10.10.2025;001116426 YI-DB AKPOS PES ODE 20250831;3.527,00;69.460,54
10.10.2025;001116426 YI-VS AKPOS PES ODE 20250831;1.053,00;65.933,54
10.10.2025;001116426 YI-EC AKPOS PES ODE 20250831;800,00;64.880,54
09.10.2025;001116426 AX-MC AKPOS PES ODE 20250830;2.550,00;64.080,54
09.10.2025;001116426 YI-EC AKPOS PES ODE 20250830;22.785,00;61.530,54
09.10.2025;001116426 YI-DB AKPOS PES ODE 20250830;2.535,00;38.745,54
09.10.2025;001116426 YI-VS AKPOS PES ODE 20250830;31.508,96;36.210,54
09.10.2025;001116426 YI-TD AKPOS PES ODE 20250830;3.581,31;4.701,58
09.10.2025;001116426 YD-DB AKPOS PES ODE 20250909;1.032,60;1.120,27
08.10.2025;777/KÝÞ-EFT BSMV;-7,62;87,67
08.10.2025;777/KÝÞ-EFT KOMÝSYONU;-152,35;95,29
08.10.2025;777/KÝÞ-0891019-ALANYA ÖZKAN KIRTASÝYE LTD.-AKBANK TAN ALBARAKA HS EFT;-691.000,00;247,64
08.10.2025;001116426 AX-MC AKPOS PES ODE 20250829;430,00;691.247,64
08.10.2025;001116426 YI-VS AKPOS PES ODE 20250829;4.470,00;690.817,64
08.10.2025;001116426 YI-TD AKPOS PES ODE 20250829;150,00;686.347,64
08.10.2025;001116426 YI-DB AKPOS PES ODE 20250829;150,00;686.197,64
07.10.2025;001116426 YI-EC AKPOS PES ODE 20250828;10.000,00;686.047,64
07.10.2025;001116426 AX-MC AKPOS PES ODE 20250828;1.720,00;676.047,64
07.10.2025;001116426 YI-VS AKPOS PES ODE 20250828;960,00;674.327,64
07.10.2025;001116426 YI-DB AKPOS PES ODE 20250828;840,00;673.367,64
07.10.2025;001116426 YI-TY AKPOS PES ODE 20250828;480,00;672.527,64
06.10.2025;001116426 YI-EC AKPOS PES ODE 20250827;1.300,00;672.047,64
06.10.2025;001116426 YI-TD AKPOS PES ODE 20250827;330,00;670.747,64
06.10.2025;001116426 YI-DB AKPOS PES ODE 20250827;70,00;670.417,64
06.10.2025;001116426 YD-DB AKPOS PES ODE 20250906;2.575,00;670.347,64
06.10.2025;001116426 YD-VS AKPOS PES ODE 20250906;435,00;667.772,64
06.10.2025;001116426 YI-VS AKPOS PES ODE 20250827;38.000,00;667.337,64
05.10.2025;001116426 YI-VS AKPOS PES ODE 20250826;220,00;629.337,64
05.10.2025;001116426 YI-EC AKPOS PES ODE 20250826;2.588,75;629.117,64
05.10.2025;001116426 AX-MC AKPOS PES ODE 20250826;350,00;626.528,89
05.10.2025;001116426 YI-DB AKPOS PES ODE 20250826;940,00;626.178,89
05.10.2025;001116426 YI-TD AKPOS PES ODE 20250826;350,00;625.238,89
04.10.2025;001116426 YI-VS AKPOS PES ODE 20250825;175,00;624.888,89
04.10.2025;001116426 YI-TY AKPOS PES ODE 20250825;275,00;624.713,89
04.10.2025;001116426 YI-DB AKPOS PES ODE 20250825;275,00;624.438,89
03.10.2025;001116426 YI-EC AKPOS PES ODE 20250824;5.120,00;624.163,89
03.10.2025;001116426 YI-VS AKPOS PES ODE 20250824;636,00;619.043,89
03.10.2025;001116426 YI-TY AKPOS PES ODE 20250824;3.312,58;618.407,89
03.10.2025;001116426 AX-MC AKPOS PES ODE 20250824;1.100,00;615.095,31
03.10.2025;001116426 YI-DB AKPOS PES ODE 20250824;561,00;613.995,31
02.10.2025;001116426 YI-TY AKPOS PES ODE 20250823;40.336,82;613.434,31
02.10.2025;001116426 AK-DB AKPOS PES ODE 20250823;225,00;573.097,49
02.10.2025;001116426 YD-VS AKPOS PES ODE 20250902;90,00;572.872,49
02.10.2025;001116426 YI-EC AKPOS PES ODE 20250823;3.300,00;572.782,49
02.10.2025;001116426 AX-MC AKPOS PES ODE 20250823;6.042,40;569.482,49
01.10.2025;ÖKC BÜT.HIZ.ÜCR-001116426-01.10.2025;-1.800,00;563.440,09
01.10.2025;001116426 YI-EC AKPOS PES ODE 20250822;1.878,00;565.240,09
01.10.2025;001116426 YI-DB AKPOS PES ODE 20250822;258,00;563.362,09
01.10.2025;001116426 YI-TD AKPOS PES ODE 20250822;2.900,00;563.104,09
01.10.2025;001116426 YI-VS AKPOS PES ODE 20250822;17.730,00;560.204,09
