Tarih;Açýklama;Tutar;Bakiye
06.07.2025;001116426 AX-MC AKPOS PES ODE 20250527;560,00;5.887,30
05.07.2025;001116426 YI-DB AKPOS PES ODE 20250526;195,00;5.327,30
04.07.2025;001116426 YD-DB AKPOS PES ODE 20250604;585,00;5.132,30
04.07.2025;001116426 AX-MC AKPOS PES ODE 20250525;620,00;4.547,30
03.07.2025;001116426 AX-MC AKPOS PES ODE 20250524;140,00;3.927,30
03.07.2025;001116426 YI-VS AKPOS PES ODE 20250524;2.480,00;3.787,30
03.07.2025;001116426 YI-DB AKPOS PES ODE 20250524;330,00;1.307,30
02.07.2025;001116426 YI-DB AKPOS PES ODE 20250523;370,00;977,30
02.07.2025;001116426 YI-VS AKPOS PES ODE 20250523;300,00;607,30
02.07.2025;001116426 YI-TY AKPOS PES ODE 20250523;50,00;307,30
01.07.2025;777/KÝÞ-0091581-ALANYA ÖZKAN KIRT.MAT.YAY.TÝC.LTD-AKBANK TAN HALKBANK A EFT;-100.000,00;257,30
01.07.2025;ÖKC BÜT.HIZ.ÜCR-001116426-01.07.2025;-1.800,00;100.257,30
01.07.2025;001116426 YI-DB AKPOS PES ODE 20250522;650,00;102.057,30
01.07.2025;001116426 YI-VS AKPOS PES ODE 20250522;1.150,00;101.407,30
01.07.2025;001116426 AX-MC AKPOS PES ODE 20250522;500,00;100.257,30
