Tarih;Açýklama;Ýþlem Tutarý;Güncel Bakiye
25.05.2025;1801374784X250525260225ÜYE ÝÞYERÝ ÜCRETÝ - TAKSÝT (BSMV);-0,21;87.678,90
25.05.2025;1801374784X250525230425PEÞÝNSATIÞ;1040,95;88.719,85
25.05.2025;1801374784X250525230425PEÞÝNSATIÞKATKIPAYI;-5,21;88.714,64
25.05.2025;1801374784X250525140425PEÞÝNSATIÞ;1780,80;90.495,44
25.05.2025;1801374784X250525240525PEÞÝNSATIÞ;5792,60;96.288,04
25.05.2025;1801374784X250525240525ÜYE ÝÞYERÝ ÜCRETÝ - PEÞÝN;-109,48;96.178,56
25.05.2025;1801374784X250525240525ÜYE ÝÞYERÝ ÜCRETÝ - PEÞÝN (BSMV);-5,47;96.173,09
26.05.2025;1801374784X260525280425TAKSÝTSATIÞ;1530,68;97.703,77
26.05.2025;1801374784X260525280425TAKSÝTLÝSATIÞKATKIPAYI;-45,92;97.657,85
26.05.2025;1801374784X260525280425ÜYE ÝÞYERÝ ÜCRETÝ - TAKSÝT;-17,60;97.640,25
26.05.2025;1801374784X260525280425ÜYE ÝÞYERÝ ÜCRETÝ - TAKSÝT (BSMV);-0,88;97.639,37
26.05.2025;1801374784X260525150425PEÞÝNSATIÞ;3891,00;101.530,37
26.05.2025;GELEN FAST - ÝSMAÝL GÜLÞEN -;3000,00;104.530,37
27.05.2025;1801374784X270525250425PEÞÝNSATIÞ;652,42;105.182,79
27.05.2025;1801374784X270525250425PEÞÝNSATIÞKATKIPAYI;-3,26;105.179,53
27.05.2025;1801374784X270525260525PEÞÝNSATIÞ;9440,25;114.619,78
27.05.2025;1801374784X270525260525ÜYE ÝÞYERÝ ÜCRETÝ - PEÞÝN;-178,40;114.441,38
27.05.2025;1801374784X270525260525ÜYE ÝÞYERÝ ÜCRETÝ - PEÞÝN (BSMV);-8,92;114.432,46
27.05.2025;1801374784X270525160425PEÞÝNSATIÞ;12787,05;127.219,51
28.05.2025;1801374784X280525260425PEÞÝNSATIÞ;1497,42;128.716,93
28.05.2025;1801374784X280525260425PEÞÝNSATIÞKATKIPAYI;-7,49;128.709,44
28.05.2025;1801374784X280525270525PEÞÝNSATIÞ;2949,45;131.658,89
28.05.2025;1801374784X280525270525ÜYE ÝÞYERÝ ÜCRETÝ - PEÞÝN;-55,74;131.603,15
28.05.2025;1801374784X280525270525ÜYE ÝÞYERÝ ÜCRETÝ - PEÞÝN (BSMV);-2,79;131.600,36
28.05.2025;1801374784X280525170425PEÞÝNSATIÞ;16681,45;148.281,81
28.05.2025;1801374784X280525260425PEÞSATÝND;-89,90;148.191,91
29.05.2025;1801374784X290525280525PEÞÝNSATIÞ;4959,75;153.151,66
29.05.2025;1801374784X290525280525ÜYE ÝÞYERÝ ÜCRETÝ - PEÞÝN;-93,73;153.057,93
29.05.2025;1801374784X290525280525ÜYE ÝÞYERÝ ÜCRETÝ - PEÞÝN (BSMV);-4,69;153.053,24
29.05.2025;1801374784X290525180425PEÞÝNSATIÞ;7421,05;160.474,29
29.05.2025;POS-1801374784 05/25 Belge ve Bilgilendirme Ücreti-Basýlý Ekstre;-35,00;160.439,29
29.05.2025;BSMV POS-1801374784 05/25 Belge ve Bilgilendirme Ücreti-Basýlý Ekstre;-1,75;160.437,54
29.05.2025;2425181907 TELEKOM;-153,25;160.284,29
30.05.2025;1801374784X300525290525PEÞÝNSATIÞ;3344,75;163.629,04
30.05.2025;1801374784X300525290525ÜYE ÝÞYERÝ ÜCRETÝ - PEÞÝN;-63,20;163.565,84
30.05.2025;1801374784X300525290525ÜYE ÝÞYERÝ ÜCRETÝ - PEÞÝN (BSMV);-3,16;163.562,68
30.05.2025;1801374784X300525020425TAKSÝTSATIÞ;4449,27;168.011,95
30.05.2025;1801374784X300525020425ÜYE ÝÞYERÝ ÜCRETÝ - TAKSÝT;-51,15;167.960,80
30.05.2025;1801374784X300525020425ÜYE ÝÞYERÝ ÜCRETÝ - TAKSÝT (BSMV);-2,56;167.958,24
30.05.2025;1801374784X300525190425PEÞÝNSATIÞ;11707,15;179.665,39
30.05.2025;GÝDEN EFT - Alanya Özkan Kýrtasiye mat.yay.inþ.tic.ltd.þti - Virman;-175000,00;4.665,39
30.05.2025;ELEKTRONÝK FON TRANSFERÝ (EFT) ÜCRETÝ-EFT/Alanya Özkan Ký/Virman;-12,19;4.653,20
30.05.2025;BSMV ELEKTRONÝK FON TRANSFERÝ (EFT) ÜCRETÝ-EFT/Alanya Özkan Ký/Virman;-0,61;4.652,59
31.05.2025;1801374784X310525290425PEÞÝNSATIÞ;680,45;5.333,04
31.05.2025;1801374784X310525290425PEÞÝNSATIÞKATKIPAYI;-3,40;5.329,64
31.05.2025;1801374784X310525300525PEÞÝNSATIÞ;1634,85;6.964,49
31.05.2025;1801374784X310525300525ÜYE ÝÞYERÝ ÜCRETÝ - PEÞÝN;-30,89;6.933,60
31.05.2025;1801374784X310525300525ÜYE ÝÞYERÝ ÜCRETÝ - PEÞÝN (BSMV);-1,54;6.932,06
31.05.2025;1801374784X310525030525TAKSÝTSATIÞ;2167,23;9.099,29
31.05.2025;1801374784X310525030525TAKSÝTLÝSATIÞKATKIPAYI;-43,34;9.055,95
31.05.2025;1801374784X310525030525ÜYE ÝÞYERÝ ÜCRETÝ - TAKSÝT;-24,92;9.031,03
31.05.2025;1801374784X310525030525ÜYE ÝÞYERÝ ÜCRETÝ - TAKSÝT (BSMV);-1,25;9.029,78
31.05.2025;1801374784X310525200425PEÞÝNSATIÞ;8318,83;17.348,61
