Ýþlem Tarihi;Açýklama;Ýþlem Tutarý;Yeni Bakiye
22.06.2025;KKIV/20250512/000000001120365/P POS Satýþ                       /000001595660555;16923,00;194670,91
23.06.2025;KKIV/20250513/000000001120365/P POS Satýþ                       /000001596546144;71,86;194742,77
23.06.2025;KKIV/20250513/000000001120365/P POS Satýþ                       /000001596546139;128,00;194870,77
23.06.2025;KKIV/20250513/000000001120365/P POS Satýþ                       /000001596546143;148,00;195018,77
23.06.2025;KKIV/20250513/000000001120365/P POS Satýþ                       /000001596546140;1335,00;196353,77
23.06.2025;KKIV/20250513/000000001120365/P POS Satýþ                       /000001596546142;8658,60;205012,37
24.06.2025;KKIV/20250514/000000001120365/P POS Satýþ                       /000001597416415;30,00;205042,37
24.06.2025;KKIV/20250514/000000001120365/P POS Satýþ                       /000001597416417;50,00;205092,37
24.06.2025;KKIV/20250514/000000001120365/P POS Satýþ                       /000001597416406;780,00;205872,37
24.06.2025;KKIV/20250514/000000001120365/P POS Satýþ                       /000001597416421;56020,00;261892,37
24.06.2025;2425131303            ,Türk Telekom(Tele,OTM ÖDEME,0002025050025466;-153,25;261739,12
26.06.2025;KKIV/20250516/000000001120365/P POS Satýþ                       /000001599232569;200,00;261939,12
26.06.2025;KKIV/20250516/000000001120365/P POS Satýþ                       /000001599232557;300,00;262239,12
26.06.2025;KKIV/20250516/000000001120365/P POS Satýþ                       /000001599232581;2004,93;264244,05
26.06.2025;KKIV/20250516/000000001120365/P POS Satýþ                       /000001599232556;15000,00;279244,05
30.06.2025;585999                ,Antalya Su       ,OTM ÖDEME,239742990;-4593,91;274650,14
30.06.2025;KKIV/20250520/000000001120365/P POS Satýþ                       /000001602687601;5473,09;280123,23
