islem_tarihi,aciklama,tutar,bakiye,hesap_no,banka_adi
30.09.2025,001116426_yi-db_akpos_pes_ode_20250821,2000.0,542474.09,102.02,akbank
30.09.2025,001116426_yi-ec_akpos_pes_ode_20250821,21305.0,540474.09,102.02,akbank
30.09.2025,001116426_yi-ty_akpos_pes_ode_20250821,10347.29,519169.09,102.02,akbank
30.09.2025,001116426_yi-td_akpos_pes_ode_20250821,140.0,508821.8,102.02,akbank
30.09.2025,001116426_yi-vs_akpos_pes_ode_20250821,29771.25,508681.8,102.02,akbank
29.09.2025,001116426_yi-db_akpos_pes_ode_20250820,1420.0,478910.55,102.02,akbank
29.09.2025,001116426_yi-vs_akpos_pes_ode_20250820,36450.0,477490.55,102.02,akbank
29.09.2025,001116426_yi-td_akpos_pes_ode_20250820,500.0,441040.55,102.02,akbank
29.09.2025,001116426_yi-ec_akpos_pes_ode_20250820,3715.0,440540.55,102.02,akbank
29.09.2025,001116426_yd-db_akpos_pes_ode_20250830,330.0,436825.55,102.02,akbank
28.09.2025,001116426_fast_pos_odeme-yi_ks:28.05_tl,721.95,436495.55,102.02,akbank
28.09.2025,001116426_yi-vs_akpos_pes_ode_20250819,11473.0,435773.6,102.02,akbank
28.09.2025,001116426_yi-ec_akpos_pes_ode_20250819,2253.0,424300.6,102.02,akbank
28.09.2025,001116426_yi-ty_akpos_pes_ode_20250819,16225.0,422047.6,102.02,akbank
28.09.2025,001116426_ak-db_akpos_pes_ode_20250819,180.0,405822.6,102.02,akbank
26.09.2025,001116426_yi-td_akpos_pes_ode_20250817,246.5,405642.6,102.02,akbank
26.09.2025,001116426_yi-db_akpos_pes_ode_20250817,680.0,405396.1,102.02,akbank
26.09.2025,001116426_yi-vs_akpos_pes_ode_20250817,1950.0,404716.1,102.02,akbank
26.09.2025,001116426_yi-ec_akpos_pes_ode_20250817,57040.0,402766.1,102.02,akbank
25.09.2025,001116426_ak-db_akpos_pes_ode_20250816,1433.0,345726.1,102.02,akbank
25.09.2025,001116426_yi-vs_akpos_pes_ode_20250816,18486.0,344293.1,102.02,akbank
25.09.2025,001116426_ax-vs_akpos_pes_ode_20250816,220.0,325807.1,102.02,akbank
25.09.2025,001116426_yi-ec_akpos_pes_ode_20250816,10809.0,325587.1,102.02,akbank
24.09.2025,001116426_yi-vs_akpos_pes_ode_20250815,2850.0,314778.1,102.02,akbank
24.09.2025,001116426_yi-ty_akpos_pes_ode_20250815,500.0,311928.1,102.02,akbank
24.09.2025,001116426_yi-db_akpos_pes_ode_20250815,4505.0,311428.1,102.02,akbank
24.09.2025,001116426_yi-ec_akpos_pes_ode_20250815,2425.0,306923.1,102.02,akbank
23.09.2025,001116426_fast_pos_odeme-yi_ks:9.72_tl,250.28,304498.1,102.02,akbank
23.09.2025,001116426_yi-ec_akpos_pes_ode_20250814,1558.0,304247.82,102.02,akbank
23.09.2025,001116426_yi-vs_akpos_pes_ode_20250814,3188.0,302689.82,102.02,akbank
23.09.2025,001116426_yi-db_akpos_pes_ode_20250814,330.0,299501.82,102.02,akbank
22.09.2025,001116426_yi-ty_akpos_pes_ode_20250813,500.0,299171.82,102.02,akbank
22.09.2025,001116426_yi-vs_akpos_pes_ode_20250813,3700.0,298671.82,102.02,akbank
22.09.2025,001116426_yi-ec_akpos_pes_ode_20250813,850.0,294971.82,102.02,akbank
21.09.2025,001116426_yi-db_akpos_pes_ode_20250812,450.0,294121.82,102.02,akbank
21.09.2025,001116426_yi-ec_akpos_pes_ode_20250812,4570.0,293671.82,102.02,akbank
21.09.2025,001116426_yi-vs_akpos_pes_ode_20250812,1890.0,289101.82,102.02,akbank
21.09.2025,001116426_ak-db_akpos_pes_ode_20250812,340.0,287211.82,102.02,akbank
19.09.2025,001116426_yi-vs_akpos_pes_ode_20250810,550.0,286871.82,102.02,akbank
19.09.2025,001116426_yi-ec_akpos_pes_ode_20250810,450.0,286321.82,102.02,akbank
19.09.2025,001116426_yi-ty_akpos_pes_ode_20250810,250.0,285871.82,102.02,akbank
19.09.2025,001116426_yi-db_akpos_pes_ode_20250810,1078.0,285621.82,102.02,akbank
19.09.2025,001116426_yd-vs_akpos_pes_ode_20250820,30.0,284543.82,102.02,akbank
18.09.2025,001116426_yi-ty_akpos_pes_ode_20250809,13700.48,284513.82,102.02,akbank
18.09.2025,001116426_yi-vs_akpos_pes_ode_20250809,2000.0,270813.34,102.02,akbank
18.09.2025,001116426_yi-db_akpos_pes_ode_20250809,450.0,268813.34,102.02,akbank
18.09.2025,001116426_yi-ec_akpos_pes_ode_20250809,625.0,268363.34,102.02,akbank
18.09.2025,001116426_yd-vs_akpos_pes_ode_20250819,190.0,267738.34,102.02,akbank
17.09.2025,001116426_yi-ec_akpos_pes_ode_20250808,2134.0,267548.34,102.02,akbank
17.09.2025,001116426_yi-vs_akpos_pes_ode_20250808,6100.0,265414.34,102.02,akbank
17.09.2025,001116426_yi-db_akpos_pes_ode_20250808,1407.0,259314.34,102.02,akbank
17.09.2025,001116426_ax-mc_akpos_pes_ode_20250808,1189.0,257907.34,102.02,akbank
17.09.2025,001116426_yi-td_akpos_pes_ode_20250808,270.0,256718.34,102.02,akbank
16.09.2025,001116426_yi-db_akpos_pes_ode_20250807,580.0,256448.34,102.02,akbank
